interaction_count,total_watch_hours,avg_engagement,watch_time_ratio,has_like,has_comment,has_share
1,0.009361111111111112,0.961,0.153,0,1,0
1,0.014472222222222223,0.994,0.236,0,1,0
1,0.014277777777777778,0.393,0.233,0,0,0
1,0.029249999999999998,0.491,0.476,0,0,0
1,0.0017777777777777779,0.612,0.029,1,0,0
1,0.05513888888888889,0.659,0.898,0,0,0
1,0.02847222222222222,0.486,0.464,0,0,0
1,0.020944444444444446,1.036,0.341,0,1,0
1,0.024611111111111108,0.46,0.401,0,0,0
1,0.018277777777777778,0.719,0.298,1,0,0
1,0.035055555555555555,0.528,0.571,0,0,0
1,0.03766666666666667,0.545,0.613,0,0,0
1,0.04725,0.608,0.769,0,0,0
1,0.03819444444444445,0.849,0.622,0,0,0
1,0.016444444444444446,0.407,0.268,0,0,0
1,0.03738888888888889,1.144,0.609,1,1,0
1,0.018833333333333334,1.023,0.307,1,1,0
1,0.05047222222222222,0.929,0.822,0,1,0
1,0.010388888888888888,0.668,0.169,0,0,0
1,0.04702777777777778,0.606,0.766,0,0,0
1,0.01608333333333333,0.705,0.262,0,0,0
1,0.0165,0.708,0.269,0,0,0
1,0.00875,0.357,0.143,0,0,0
1,0.024722222222222222,0.761,0.403,0,0,0
1,0.020305555555555552,0.732,0.331,1,0,0
1,0.015833333333333335,0.703,0.258,1,0,0
1,0.008333333333333333,0.654,0.136,1,0,0
1,0.017472222222222222,0.714,0.285,0,0,0
1,0.023,0.75,0.375,0,0,0
1,0.03972222222222222,0.859,0.647,0,0,0
1,0.03866666666666666,0.852,0.63,0,1,0
1,0.034583333333333334,0.525,0.564,0,0,0
1,0.030416666666666668,1.098,0.496,1,0,0
1,0.007638888888888889,0.35,0.124,0,0,0
1,0.007416666666666667,0.648,0.121,1,0,0
1,0.018055555555555554,0.418,0.294,0,0,0
1,0.04847222222222222,0.616,0.79,0,0,0
1,0.029,0.789,0.473,0,0,0
1,0.026944444444444444,0.476,0.439,0,0,0
1,0.012805555555555556,0.383,0.209,0,0,0
1,0.007527777777777778,0.349,0.123,0,0,0
1,0.045638888888888896,0.897,0.744,0,0,0
1,0.01672222222222222,0.409,0.273,0,0,0
1,0.02161111111111111,0.441,0.352,0,0,0
1,0.03308333333333333,1.116,0.539,1,0,0
1,0.03875,1.152,0.631,0,1,0
1,0.02338888888888889,1.03,0.325,1,1,0
1,0.020861111111111108,0.716,0.29,0,0,0
1,0.02588888888888889,0.744,0.36,1,0,0
1,0.009277777777777777,0.652,0.129,1,0,0
1,0.024777777777777777,0.738,0.344,1,0,0
1,0.012333333333333333,0.369,0.171,0,0,0
1,0.034888888888888886,0.494,0.485,0,0,0
1,0.05347222222222222,0.897,0.743,0,0,0
1,0.04705555555555556,0.862,0.654,0,0,0
1,0.04027777777777778,0.524,0.56,0,0,0
1,0.012305555555555554,0.668,0.171,0,0,0
1,0.03744444444444445,0.808,0.52,0,0,0
1,0.024694444444444446,1.037,0.343,1,0,0
1,0.03875,0.815,0.539,0,1,0
1,0.05908333333333333,1.229,0.821,1,0,0
1,0.04191666666666667,1.133,0.583,1,0,0
1,0.04488888888888889,0.55,0.624,0,0,0
1,0.017083333333333332,0.695,0.238,0,0,0
1,0.02338888888888889,0.43,0.325,0,0,0
1,0.01913888888888889,0.706,0.266,1,0,0
1,0.02947222222222222,0.464,0.41,0,0,0
1,0.041805555555555554,0.532,0.581,0,0,0
1,0.03866666666666666,0.815,0.538,0,0,0
1,0.031194444444444445,1.073,0.433,1,0,0
1,0.007027777777777778,0.339,0.098,0,0,0
1,0.037722222222222226,0.51,0.524,0,0,0
1,0.05063888888888889,0.882,0.704,1,0,0
1,0.010277777777777778,0.357,0.143,0,0,0
1,0.03127777777777778,0.774,0.435,0,0,0
1,0.06511111111111112,0.962,0.905,1,0,0
1,0.014249999999999999,0.979,0.198,0,1,0
1,0.012194444444444444,0.368,0.169,0,0,0
1,0.059250000000000004,0.629,0.823,0,0,0
1,0.03058333333333333,0.77,0.425,1,0,0
1,0.04763888888888889,0.865,0.662,0,0,0
1,0.03686111111111111,0.505,0.513,0,0,0
1,0.03755555555555555,0.809,0.522,0,0,0
1,0.015222222222222222,0.385,0.212,0,0,0
1,0.020166666666666666,0.712,0.28,0,1,0
1,0.025777777777777778,0.743,0.358,0,0,0
1,0.03138888888888889,0.475,0.436,0,0,0
1,0.029638888888888888,0.465,0.412,0,0,0
1,0.025277777777777777,0.741,0.351,1,0,0
1,0.02211111111111111,0.423,0.308,0,0,0
1,0.025277777777777777,0.74,0.351,0,1,0
1,0.05483333333333334,0.605,0.762,0,0,0
1,0.03808333333333333,0.512,0.529,0,0,0
1,0.05,0.578,0.695,0,0,0
1,0.021833333333333333,1.021,0.304,1,0,0
1,0.05427777777777778,1.502,0.755,1,0,1
1,0.05033333333333333,0.88,0.699,1,0,0
1,0.02427777777777778,0.735,0.337,0,0,0
1,0.04066666666666667,0.526,0.565,0,0,0
1,0.034944444444444445,0.794,0.486,1,0,0
1,0.020666666666666667,0.415,0.287,0,0,0
1,0.04005555555555555,0.523,0.557,0,0,0
1,0.043194444444444445,0.54,0.601,0,0,0
1,0.0155,0.986,0.215,1,1,0
1,0.018305555555555558,0.702,0.255,1,0,0
1,0.024916666666666667,0.739,0.346,0,0,0
1,0.028527777777777777,0.759,0.397,1,0,0
1,0.02302777777777778,0.728,0.32,0,0,0
1,0.03180555555555555,0.777,0.442,0,0,0
1,0.020555555555555556,0.714,0.286,1,0,0
1,0.020055555555555556,1.612,0.279,1,1,1
1,0.006861111111111111,0.638,0.095,0,0,0
1,0.051194444444444445,1.485,0.712,1,1,0
1,0.022416666666666668,0.411,0.278,0,0,0
1,0.03947222222222222,0.796,0.49,1,0,0
1,0.007972222222222223,0.64,0.099,1,0,0
1,0.056999999999999995,0.883,0.708,1,0,0
1,0.057277777777777775,0.884,0.711,1,0,0
1,0.024555555555555556,1.022,0.305,1,0,0
1,0.016444444444444446,0.382,0.204,0,0,0
1,0.02666666666666667,0.432,0.331,0,0,0
1,0.049555555555555554,0.546,0.615,0,0,0
1,0.04738888888888889,1.135,0.588,1,0,1
1,0.012083333333333333,0.66,0.15,0,1,0
1,0.03,1.049,0.373,0,1,1
1,0.00875,0.644,0.109,0,0,0
1,0.027166666666666665,0.735,0.337,0,1,0
1,0.021166666666666667,0.405,0.263,0,0,0
1,0.033499999999999995,0.466,0.416,0,0,0
1,0.010777777777777777,0.954,0.134,1,0,0
1,0.02661111111111111,0.432,0.33,0,0,0
1,0.04908333333333333,1.144,0.609,1,0,0
1,0.023583333333333335,0.417,0.293,0,0,0
1,0.014694444444444444,0.973,0.182,1,1,0
1,0.0145,0.372,0.18,0,0,0
1,0.058972222222222224,0.893,0.732,0,0,0
1,0.04025,0.8,0.5,0,0,0
1,0.01411111111111111,0.37,0.175,0,0,0
1,0.05788888888888889,0.587,0.719,0,0,0
1,0.03922222222222222,0.495,0.487,0,0,0
1,0.034694444444444444,1.072,0.431,1,0,0
1,0.015666666666666666,0.678,0.195,1,0,0
1,0.01661111111111111,0.983,0.206,0,1,0
1,0.0054444444444444445,0.627,0.067,0,0,0
1,0.03575,0.477,0.444,0,0,0
1,0.028972222222222222,0.744,0.36,0,0,0
1,0.027388888888888886,0.736,0.34,1,0,0
1,0.023861111111111114,0.418,0.296,0,0,0
1,0.02836111111111111,1.041,0.352,1,0,1
1,0.029388888888888888,0.746,0.365,0,1,0
1,0.07019444444444445,1.549,0.872,0,1,1
1,0.025750000000000002,1.028,0.32,1,1,0
1,0.056277777777777774,0.579,0.699,0,0,0
1,0.024527777777777777,0.422,0.305,0,0,0
1,0.03288888888888889,0.463,0.408,0,0,0
1,0.07036111111111111,0.649,0.873,0,0,0
1,0.025527777777777778,0.427,0.317,0,0,0
1,0.04816666666666667,0.839,0.598,0,0,0
1,0.03325,1.065,0.413,1,0,0
1,0.051027777777777776,0.853,0.633,0,0,0
1,0.035,0.474,0.435,0,0,0
1,0.016666666666666666,0.683,0.207,0,0,1
1,0.04805555555555555,0.539,0.597,0,0,0
1,0.024305555555555556,0.421,0.302,0,0,0
1,0.03263888888888889,0.462,0.405,0,0,0
1,0.028916666666666663,1.044,0.359,0,1,0
1,0.04855555555555556,0.541,0.603,0,0,0
1,0.01686111111111111,0.684,0.209,0,0,0
1,0.035583333333333335,0.777,0.442,0,0,0
1,0.02022222222222222,0.477,0.444,0,0,0
1,0.014472222222222223,0.427,0.317,0,0,0
1,0.016166666666666666,0.742,0.355,0,0,1
1,0.02425,0.513,0.532,0,0,0
1,0.029416666666666667,1.458,0.645,1,1,0
1,0.029666666666666668,0.56,0.651,0,0,0
1,0.012583333333333332,0.411,0.276,0,0,0
1,0.006138888888888889,0.354,0.135,0,0,0
1,0.021833333333333333,0.492,0.479,0,0,0
1,0.013083333333333334,0.415,0.287,0,0,0
1,0.019305555555555555,0.469,0.424,0,0,0
1,0.0017777777777777779,0.615,0.039,0,0,0
1,0.011305555555555557,0.699,0.248,0,0,1
1,0.0027500000000000003,0.624,0.06,0,0,0
1,0.034333333333333334,0.902,0.754,0,0,0
1,0.027027777777777776,0.537,0.594,0,0,0
1,0.013777777777777778,0.721,0.302,0,1,0
1,0.0195,0.471,0.428,0,0,0
1,0.0035833333333333333,0.632,0.079,1,0,0
1,0.008722222222222221,0.377,0.192,0,0,0
1,0.012972222222222224,0.414,0.285,0,0,0
1,0.006694444444444445,0.659,0.147,1,0,0
1,0.007861111111111112,0.369,0.172,0,0,0
1,0.012888888888888889,0.413,0.283,0,0,0
1,0.0067777777777777775,0.36,0.149,0,0,0
1,0.011166666666666667,0.398,0.245,0,0,0
1,0.01511111111111111,0.433,0.332,0,0,0
1,0.02188888888888889,0.792,0.481,0,0,0
1,0.01686111111111111,0.448,0.37,0,0,0
1,0.03966666666666667,0.648,0.871,0,0,0
1,0.02677777777777778,0.835,0.588,0,1,0
1,0.012833333333333334,1.013,0.282,0,1,0
1,0.022222222222222223,0.495,0.488,0,0,0
1,0.02286111111111111,0.801,0.502,0,0,0
1,0.03802777777777778,0.634,0.835,0,0,0
1,0.027833333333333335,0.844,0.611,0,0,0
1,0.01211111111111111,0.406,0.266,0,0,0
1,0.01938888888888889,0.47,0.426,0,0,0
1,0.013083333333333334,0.715,0.287,0,0,0
1,0.01613888888888889,0.742,0.354,0,0,1
1,0.011833333333333335,1.004,0.26,1,0,1
1,0.019083333333333334,1.067,0.419,0,1,0
1,0.02161111111111111,0.79,0.475,0,0,0
1,0.020333333333333335,0.778,0.446,0,0,0
1,0.017416666666666667,0.753,0.382,1,0,0
1,0.028416666666666666,0.85,0.624,0,0,0
1,0.014472222222222223,0.427,0.318,0,0,0
1,0.013027777777777777,0.414,0.286,0,0,0
1,0.034972222222222224,0.907,0.767,0,0,0
1,0.020416666666666666,0.479,0.448,0,0,0
1,0.024,0.511,0.527,0,0,0
1,0.03427777777777778,0.901,0.752,0,0,0
1,0.03561111111111111,0.613,0.781,0,0,0
1,0.024194444444444442,0.812,0.531,0,0,0
1,0.015,1.032,0.329,0,1,1
1,0.010944444444444444,0.396,0.24,0,0,0
1,0.016166666666666666,1.042,0.355,0,1,0
1,0.004166666666666667,0.337,0.092,0,0,0
1,0.011111111111111112,0.636,0.09,0,0,0
1,0.06219444444444445,0.801,0.502,0,0,0
1,0.03775,0.722,0.305,1,0,0
1,0.08294444444444445,0.868,0.669,0,0,0
1,0.023,0.674,0.186,0,0,0
1,0.014888888888888889,0.648,0.12,1,0,0
1,0.016638888888888887,0.654,0.134,1,0,0
1,0.07463888888888888,0.841,0.602,0,0,0
1,0.07316666666666666,0.536,0.591,0,0,0
1,0.07116666666666667,0.83,0.574,0,1,0
1,0.004666666666666667,0.315,0.038,0,0,0
1,0.06383333333333334,0.506,0.515,0,0,0
1,0.06580555555555556,0.513,0.531,0,0,0
1,0.06930555555555555,0.524,0.56,0,0,0
1,0.01713888888888889,0.355,0.138,0,0,0
1,0.02788888888888889,0.69,0.225,0,0,0
1,0.016749999999999998,0.354,0.135,0,0,0
1,0.058805555555555555,0.49,0.475,0,0,0
1,0.06119444444444445,0.798,0.494,1,0,0
1,0.043666666666666666,0.741,0.353,0,0,0
1,0.058472222222222224,1.089,0.472,0,1,0
1,0.09119444444444445,1.194,0.736,0,1,0
1,0.021916666666666668,0.671,0.177,0,0,0
1,0.03752777777777778,0.721,0.303,0,1,0
1,0.042583333333333334,1.037,0.344,1,0,0
1,0.08858333333333333,1.186,0.715,1,0,0
1,0.06675,0.815,0.539,0,0,0
1,0.05530555555555555,0.479,0.446,0,0,0
1,0.08788888888888888,1.484,0.709,0,1,1
1,0.10819444444444444,0.949,0.873,1,0,0
1,0.018861111111111113,0.661,0.152,1,0,0
1,0.03983333333333333,0.429,0.322,0,0,0
1,0.030805555555555558,0.399,0.249,0,0,0
1,0.03755555555555555,0.421,0.303,0,0,0
1,0.07530555555555556,0.543,0.608,0,0,0
1,0.09744444444444444,0.915,0.787,1,0,0
1,0.005583333333333333,0.318,0.045,0,0,0
1,0.03813888888888889,1.023,0.308,1,0,0
1,0.013361111111111112,0.943,0.108,1,0,0
1,0.07119444444444445,1.13,0.575,0,0,1
1,0.012416666666666668,0.71,0.274,0,0,0
1,0.008611111111111111,0.376,0.19,0,0,0
1,0.035416666666666666,0.613,0.782,0,0,0
1,0.015472222222222222,0.737,0.342,1,0,0
1,0.04069444444444444,0.66,0.899,0,0,0
1,0.024611111111111108,0.517,0.544,0,0,0
1,0.007416666666666667,0.665,0.164,0,0,0
1,0.014944444444444444,1.032,0.33,1,0,0
1,0.029249999999999998,0.558,0.646,0,0,0
1,0.01713888888888889,0.451,0.378,0,0,0
1,0.005222222222222223,0.346,0.115,0,0,0
1,0.022083333333333333,0.495,0.488,0,0,0
1,0.029333333333333333,0.559,0.648,0,0,0
1,0.01977777777777778,0.475,0.437,0,0,0
1,0.008972222222222222,0.379,0.198,0,0,0
1,0.02447222222222222,0.516,0.541,0,0,0
1,0.013888888888888888,0.423,0.307,0,0,0
1,0.009305555555555555,0.982,0.205,1,0,0
1,0.010916666666666667,0.397,0.241,0,0,0
1,0.026166666666666668,1.131,0.578,0,1,0
1,0.030416666666666668,0.569,0.672,0,0,0
1,0.015555555555555555,1.037,0.343,0,1,0
1,0.012972222222222224,1.015,0.287,1,0,0
1,0.016527777777777777,0.746,0.365,1,0,0
1,0.006888888888888889,0.361,0.152,0,0,0
1,0.007138888888888889,0.663,0.158,1,0,0
1,0.018111111111111113,0.46,0.4,0,0,0
1,0.027166666666666665,1.44,0.6,1,1,0
1,0.026805555555555555,0.837,0.592,0,0,0
1,0.008638888888888889,0.676,0.191,0,1,0
1,0.012444444444444444,0.41,0.275,0,0,0
1,0.007472222222222222,0.366,0.165,0,0,0
1,0.014444444444444444,1.028,0.319,1,0,0
1,0.007083333333333333,0.363,0.157,0,0,0
1,0.0074444444444444445,0.666,0.165,1,0,0
1,0.006222222222222222,0.355,0.138,0,0,0
1,0.03219444444444445,0.884,0.711,0,0,0
1,0.028972222222222222,0.856,0.64,0,1,0
1,0.007916666666666667,0.67,0.175,0,0,1
1,0.019166666666666665,0.469,0.423,0,0,0
1,0.02330555555555556,0.806,0.515,0,0,0
1,0.021472222222222222,0.79,0.474,0,0,1
1,0.02422222222222222,0.514,0.535,0,0,0
1,0.03347222222222222,0.596,0.739,0,0,0
1,0.017666666666666667,0.456,0.39,0,0,0
1,0.01536111111111111,0.736,0.34,0,0,0
1,0.01822222222222222,0.761,0.402,1,0,0
1,0.0145,1.028,0.32,0,1,0
1,0.015444444444444445,0.736,0.341,0,0,1
1,0.0021666666666666666,0.319,0.048,0,0,0
1,0.007194444444444444,0.363,0.159,0,0,0
1,0.018277777777777778,0.461,0.404,0,0,0
1,0.009944444444444443,0.388,0.219,0,0,0
1,0.018277777777777778,0.461,0.404,0,0,0
1,0.00225,0.92,0.05,1,0,0
1,0.03052777777777778,0.57,0.674,0,0,0
1,0.007166666666666667,0.663,0.158,0,0,1
1,0.010722222222222223,0.395,0.237,0,0,0
1,0.025,0.521,0.552,0,0,0
1,0.014833333333333334,0.431,0.327,0,0,0
1,0.017027777777777777,0.75,0.376,1,0,0
1,0.008,0.671,0.176,0,0,1
1,0.01977777777777778,1.075,0.437,1,0,0
1,0.04733333333333334,0.442,0.356,0,0,0
1,0.06822222222222223,0.505,0.513,0,0,0
1,0.030972222222222224,0.993,0.233,0,0,1
1,0.07555555555555556,0.527,0.568,0,0,0
1,0.007583333333333333,0.923,0.057,1,0,0
1,0.05563888888888889,0.767,0.418,0,0,0
1,0.0765,0.53,0.575,0,0,0
1,0.08383333333333334,0.852,0.63,0,0,0
1,0.052583333333333336,0.458,0.395,0,0,0
1,0.037611111111111116,0.713,0.283,0,0,0
1,0.04680555555555556,0.441,0.352,0,0,0
1,0.08158333333333333,0.845,0.613,1,0,0
1,0.0658611111111111,1.098,0.495,1,0,1
1,0.04011111111111111,0.421,0.301,0,0,0
1,0.024166666666666666,0.373,0.182,0,0,0
1,0.042249999999999996,0.427,0.318,0,0,0
1,0.08508333333333333,0.856,0.639,0,0,0
1,0.04880555555555555,0.447,0.367,0,0,0
1,0.043305555555555555,0.73,0.325,1,0,0
1,0.07050000000000001,0.812,0.53,0,0,0
1,0.05436111111111111,0.763,0.409,1,0,0
1,0.08180555555555556,0.846,0.615,0,0,0
1,0.05433333333333333,0.763,0.408,1,0,0
1,0.030416666666666668,0.991,0.229,0,1,0
1,0.07869444444444444,0.537,0.591,0,0,0
1,0.04236111111111111,0.427,0.318,0,0,0
1,0.06377777777777778,0.792,0.479,1,0,0
1,0.024777777777777777,0.374,0.186,0,0,0
1,0.024527777777777777,0.374,0.184,0,0,0
1,0.06827777777777778,0.805,0.513,0,0,0
1,0.018250000000000002,0.955,0.137,1,0,1
1,0.06211111111111111,1.087,0.467,1,0,0
1,0.02008333333333333,0.66,0.151,0,0,0
1,0.024444444444444446,0.673,0.184,0,1,0
1,0.08938888888888889,0.869,0.672,0,0,0
1,0.09861111111111111,1.196,0.741,1,0,0
1,0.05405555555555555,0.763,0.406,1,0,0
1,0.06238888888888889,0.788,0.469,0,1,0
1,0.034888888888888886,0.405,0.262,0,0,0
1,0.04080555555555556,1.023,0.307,1,0,0
1,0.017527777777777778,0.953,0.132,0,0,1
1,0.07575,0.528,0.569,0,0,0
1,0.06955555555555555,1.109,0.523,0,0,1
1,0.017583333333333333,0.653,0.132,1,0,0
1,0.07972222222222222,0.54,0.599,0,0,0
1,0.06497222222222222,0.795,0.488,0,1,0
1,0.052055555555555556,0.757,0.391,0,0,0
1,0.014722222222222222,0.344,0.111,0,0,0
1,0.05763888888888889,1.073,0.433,1,1,0
1,0.05977777777777778,0.48,0.449,0,0,0
1,0.04886111111111111,0.747,0.367,0,0,0
1,0.025833333333333333,0.978,0.194,1,0,0
1,0.021555555555555553,0.665,0.162,1,0,0
1,0.041861111111111106,1.026,0.315,1,0,0
1,0.08722222222222223,1.162,0.656,1,0,0
1,0.02816666666666667,0.685,0.212,1,0,0
1,0.00813888888888889,0.324,0.061,0,0,0
1,0.06372222222222222,1.092,0.479,1,1,0
1,0.06786111111111111,0.804,0.51,0,0,0
1,0.06705555555555556,1.102,0.504,0,1,0
1,0.03333333333333333,0.7,0.25,0,0,0
1,0.05444444444444444,1.064,0.409,0,1,0
1,0.027027777777777776,0.681,0.203,0,0,0
1,0.06277777777777778,1.389,0.472,1,0,1
1,0.029249999999999998,0.855,0.638,1,0,0
1,0.031194444444444445,0.572,0.681,0,0,0
1,0.004805555555555556,0.342,0.105,0,0,0
1,0.026305555555555558,0.83,0.574,1,0,0
1,0.018555555555555554,0.462,0.405,0,0,0
1,0.024027777777777776,0.51,0.524,0,0,0
1,0.03625,0.916,0.791,1,0,0
1,0.029194444444444443,0.855,0.637,0,0,0
1,0.03125,0.573,0.682,0,0,0
1,0.026861111111111113,0.534,0.586,0,0,0
1,0.01525,0.433,0.333,0,0,0
1,0.013222222222222222,0.415,0.289,0,0,0
1,0.042333333333333334,0.97,0.924,1,0,0
1,0.033555555555555554,0.593,0.732,0,0,0
1,0.003277777777777778,1.229,0.071,1,1,0
1,0.02486111111111111,0.517,0.543,0,0,0
1,0.015055555555555556,0.731,0.328,0,1,0
1,0.020999999999999998,0.783,0.458,0,0,0
1,0.025555555555555557,0.523,0.557,0,0,0
1,0.002777777777777778,0.624,0.061,0,0,0
1,0.018722222222222223,0.763,0.409,0,0,0
1,0.002444444444444445,0.321,0.053,0,0,0
1,0.002,0.317,0.043,0,0,0
1,0.019666666666666666,0.772,0.429,1,0,0
1,0.019972222222222225,1.074,0.435,0,1,0
1,0.005277777777777778,0.646,0.115,0,0,0
1,0.006138888888888889,0.654,0.134,0,0,1
1,0.007638888888888889,0.967,0.167,0,1,0
1,0.012833333333333334,0.712,0.28,0,0,0
1,0.014444444444444444,0.426,0.315,0,0,0
1,0.02213888888888889,0.793,0.483,1,0,0
1,0.0245,0.814,0.534,0,0,0
1,0.016666666666666666,0.445,0.363,0,0,0
1,0.00725,0.363,0.158,0,0,0
1,0.009555555555555555,0.683,0.208,0,0,0
1,0.0051111111111111105,0.645,0.111,0,0,0
1,0.028638888888888887,0.85,0.625,0,1,0
1,0.014583333333333334,0.727,0.318,0,0,0
1,0.020305555555555552,0.477,0.443,0,0,0
1,0.018194444444444444,1.059,0.397,1,1,0
1,0.014833333333333334,0.729,0.324,1,0,0
1,0.008527777777777778,0.975,0.186,1,0,0
1,0.012,0.405,0.262,0,0,0
1,0.01608333333333333,1.04,0.351,0,1,0
1,0.007416666666666667,0.665,0.162,0,1,0
1,0.01961111111111111,0.771,0.428,0,0,0
1,0.0008055555555555556,0.307,0.017,0,0,0
1,0.010916666666666667,0.695,0.238,0,1,0
1,0.018194444444444444,1.059,0.397,1,0,0
1,0.022583333333333334,0.797,0.493,0,0,1
1,0.0025,0.622,0.055,1,0,0
1,0.004916666666666666,0.343,0.107,0,0,0
1,0.008194444444444445,0.671,0.179,1,0,0
1,0.010833333333333334,0.394,0.236,0,0,0
1,0.01597222222222222,0.739,0.349,0,1,0
1,0.01786111111111111,0.756,0.389,0,0,0
1,0.0235,0.805,0.513,0,0,0
1,0.0155,0.735,0.338,0,0,0
1,0.028638888888888887,0.85,0.625,0,1,0
1,0.03413888888888889,0.898,0.745,1,0,0
1,0.024305555555555556,1.112,0.53,1,0,0
1,0.016694444444444446,0.446,0.364,0,0,0
1,0.027083333333333334,0.536,0.591,0,0,0
1,0.01961111111111111,0.771,0.428,0,0,1
1,0.013277777777777777,0.716,0.29,1,0,0
1,0.007222222222222222,0.663,0.157,0,1,0
1,0.010722222222222223,0.694,0.234,0,0,0
1,0.01955555555555556,1.315,0.288,1,1,0
1,0.028138888888888887,0.766,0.415,1,0,0
1,0.03147222222222222,0.786,0.464,0,0,1
1,0.01911111111111111,0.413,0.282,0,0,0
1,0.04661111111111112,0.575,0.688,0,0,0
1,0.02663888888888889,0.457,0.393,0,0,0
1,0.051805555555555556,1.206,0.764,1,0,0
1,0.0074444444444444445,0.944,0.11,1,1,0
1,0.043916666666666666,0.859,0.648,0,1,0
1,0.028805555555555556,0.47,0.425,0,0,0
1,0.007,0.341,0.103,0,0,0
1,0.014805555555555554,0.687,0.218,1,0,0
1,0.013722222222222222,0.381,0.202,0,0,0
1,0.01575,0.693,0.233,1,0,0
1,0.0405,0.839,0.598,1,0,0
1,0.01661111111111111,0.698,0.245,1,0,0
1,0.035694444444444445,0.511,0.527,0,0,0
1,0.042944444444444445,1.153,0.634,1,0,0
1,0.018722222222222223,0.711,0.276,1,0,0
1,0.035638888888888894,1.41,0.526,1,0,1
1,0.008583333333333333,0.651,0.127,0,0,0
1,0.028777777777777777,0.47,0.425,0,0,0
1,0.01611111111111111,0.995,0.238,0,1,0
1,0.009444444444444445,0.656,0.139,1,0,0
1,0.024555555555555556,0.745,0.362,0,0,0
1,0.015083333333333332,0.389,0.223,0,0,0
1,0.010527777777777777,0.362,0.155,0,0,0
1,0.037,0.818,0.546,1,0,0
1,0.027666666666666666,0.463,0.408,0,0,0
1,0.03755555555555555,1.122,0.554,0,1,0
1,0.05513888888888889,0.925,0.813,1,0,0
1,0.037722222222222226,0.823,0.557,0,1,0
1,0.05077777777777778,0.6,0.749,0,0,0
1,0.04516666666666667,0.867,0.666,1,0,0
1,0.006333333333333333,0.337,0.094,0,0,0
1,0.034833333333333334,0.806,0.514,1,0,0
1,0.03286111111111111,0.794,0.485,0,0,0
1,0.0145,0.986,0.214,1,0,0
1,0.005083333333333334,0.33,0.075,0,0,0
1,0.0051111111111111105,0.63,0.075,1,0,0
1,0.01725,1.002,0.254,1,0,0
1,0.02763888888888889,0.463,0.408,0,0,0
1,0.049444444444444444,0.892,0.73,0,1,0
1,0.040611111111111105,0.84,0.599,0,0,0
1,0.024666666666666667,0.446,0.364,0,0,0
1,0.03941666666666667,0.89,0.724,1,0,0
1,0.02038888888888889,1.35,0.375,1,1,0
1,0.024444444444444446,0.78,0.449,0,0,0
1,0.018555555555555554,1.036,0.341,1,0,0
1,0.030333333333333334,0.523,0.557,0,0,0
1,0.01955555555555556,0.744,0.359,0,0,0
1,0.03752777777777778,0.876,0.689,0,0,0
1,0.016305555555555556,0.72,0.3,0,0,1
1,0.013250000000000001,1.297,0.243,1,1,0
1,0.019805555555555555,0.746,0.364,1,0,0
1,0.03225,0.837,0.592,0,0,1
1,0.034055555555555554,1.15,0.625,1,0,0
1,0.009388888888888888,0.369,0.173,0,0,0
1,0.009611111111111112,0.971,0.176,1,0,0
1,0.006861111111111111,0.95,0.126,1,0,0
1,0.025138888888888888,0.785,0.462,1,0,0
1,0.03386111111111111,1.149,0.622,0,1,0
1,0.018944444444444444,0.739,0.348,0,0,1
1,0.035305555555555555,0.859,0.649,0,0,0
1,0.03825,0.581,0.703,0,0,0
1,0.01775,0.43,0.326,0,0,0
1,0.012027777777777776,0.688,0.221,1,0,0
1,0.027527777777777776,0.802,0.506,1,0,0
1,0.03947222222222222,0.89,0.725,1,0,0
1,0.013833333333333333,0.402,0.254,0,0,0
1,0.017916666666666668,0.432,0.329,0,0,0
1,0.013722222222222222,0.701,0.252,1,0,0
1,0.04686111111111111,1.244,0.861,0,1,0
1,0.025472222222222222,0.487,0.468,0,0,0
1,0.037333333333333336,0.574,0.686,0,0,0
1,0.0305,1.124,0.56,1,0,0
1,0.004194444444444444,0.331,0.077,0,0,0
1,0.022555555555555558,1.066,0.414,1,0,0
1,0.010472222222222223,0.377,0.192,0,0,0
1,0.02688888888888889,0.797,0.494,1,0,0
1,0.02277777777777778,0.767,0.418,0,0,0
1,0.017611111111111112,1.029,0.324,1,1,0
1,0.007805555555555556,0.357,0.143,0,0,0
1,0.042861111111111114,0.915,0.787,0,0,1
1,0.02988888888888889,1.12,0.549,1,0,0
1,0.02008333333333333,0.748,0.369,0,0,0
1,0.03133333333333333,0.83,0.576,1,0,0
1,0.007527777777777778,0.355,0.138,0,0,0
1,0.04022222222222223,0.895,0.739,0,0,0
1,0.020777777777777777,0.753,0.382,0,0,0
1,0.014194444444444445,0.704,0.261,0,0,0
1,0.030111111111111113,0.821,0.553,0,0,0
1,0.029500000000000002,0.817,0.542,0,0,1
1,0.04177777777777778,1.207,0.767,1,1,0
1,0.02808333333333333,1.106,0.516,0,1,0
1,0.006888888888888889,0.351,0.127,0,0,0
1,0.03672222222222222,1.17,0.675,0,1,0
1,0.005027777777777779,0.337,0.092,0,0,0
1,0.015944444444444445,1.317,0.293,1,1,0
1,0.03891666666666666,0.586,0.715,0,0,0
1,0.013833333333333333,0.702,0.254,0,0,0
1,0.034861111111111114,1.156,0.64,1,1,0
1,0.007055555555555555,0.652,0.13,0,0,0
1,0.03683333333333333,1.171,0.677,0,0,1
1,0.042444444444444444,0.612,0.78,0,0,0
